,user_id,item_id,rating,user_rating_cnt,item_rating_cnt
946561,wKgcDFsHGnZ09lk4PvPEAg==,63401,1,3,7096
946565,wKgcDFsHGnZ09lk4PvPEAg==,62066,-1,3,13086
946602,wKgcDFsLhs12ZVk6fvilAg==,62955,1,3,402
946603,wKgcDFsLhs12ZVk6fvilAg==,63955,1,3,534
946604,wKgcDFsLhs12ZVk6fvilAg==,64024,1,3,294
946634,wKgcEV5MJehaSVtlJIwSAg==,63217,1,3,20878
946646,wKgcDFsUV4ydlmSoL1qjAg==,62800,1,37,1486
946647,wKgcDFsUV4ydlmSoL1qjAg==,58816,1,37,277
946648,wKgcDFsUV4ydlmSoL1qjAg==,64164,1,37,167
946649,wKgcDFsUV4ydlmSoL1qjAg==,19365,1,37,435
946655,wKgcEV5TqacQCw60FHOeAg==,64075,1,4,2574
946684,wKgcEV5aWFB36jzdDs+jAg==,62828,1,5,287
946727,wKgcEV5jtJgxDEkSHljsAg==,62828,-1,6,287
946728,wKgcEV5jtJgxDEkSHljsAg==,63786,1,6,602
946780,wKgcDFsizaKy5yO+CUn4Ag==,64076,-1,3,386
946793,wKgcEV5qkXgCiwRBMOl7Ag==,58471,1,36,28
946794,wKgcEV5qkXgCiwRBMOl7Ag==,12725,1,36,58
946886,wKgcDFsqbaUs6zonBAWPAg==,63401,-1,3,7096
946894,wKgcEV6IfHo8XE5WELs9Ag==,62284,1,18,134
946918,wKgcEV6MIOpDHxlPBp/yAg==,63217,1,3,20878
946976,wKgcDFt1k+p2aAqlG9MCAg==,59718,-1,3,364
946977,wKgcDFt1k+p2aAqlG9MCAg==,59022,-1,3,9961
947006,wKgcEV6PJ5eBQ25tE6GpAg==,63217,1,3,20878
947014,wKgcDFtB3ElN7zv2EqiDAg==,64075,1,4,2574
947016,wKgcDFtB3ElN7zv2EqiDAg==,3872,1,4,57
947064,wKgcEV6QV7RIgV9kFUUlAg==,57614,1,5,32
947065,wKgcEV6QV7RIgV9kFUUlAg==,62650,1,5,146
947094,wKgcEV6UiTx/zigkDALJAg==,64289,-1,3,305
947130,wKgcEV6VtCQWiRvjHSoKAg==,63217,-1,3,20878
947258,wKgcEV6YrWa1+WdHCrwsAg==,63217,1,3,20878
947390,wKgcDFtm6nU1di28BgXXAg==,64180,1,3,1895
947454,wKgcDFtty65k4jW2BkhPAg==,58785,-1,6,90
947541,wKgcEV6dRy0B40uZBF+/Ag==,60174,1,3,113
947599,wKgcDFu9/ja1bBGFCA8TAg==,3969,1,5,192
947625,wKgcDFuD9O+XM1bkA7n1Ag==,63972,1,3,2696
947646,wKgcDFuFR3WVVlbjDMrlAg==,57609,1,3,86
947735,wKgcDFubC9wTkWkXKcutAg==,58442,1,5,30
947748,wKgcEV6fR5cpI3mxA6UsAg==,64992,-1,9,13745
947847,wKgcEV6hRsUztR7qD0cnAg==,63217,1,6,20878
947893,wKgcDFuk0tUTkWkXVY0KAg==,64152,-1,3,5553
947894,wKgcDFuk0tUTkWkXVY0KAg==,64152,1,3,5553
948096,wKgcDFv0IvQsnEw5EIe2Ag==,42388,-1,3,1722
948097,wKgcDFv0IvQsnEw5EIe2Ag==,59100,-1,3,2088
948100,wKgcDFv0IvQsnEw5EIe2Ag==,59100,1,3,2088
948115,wKgcDFv1vzWq5i0GFHjvAg==,64152,-1,6,5553
948153,wKgcDFv2xmop2g0xDxQdAg==,64108,1,3,882
948234,wKgcDFvGE2ofSXfohpLWAg==,64097,1,3,486
948246,wKgcEVr1cyQb8kkkDVF2Ag==,63217,-1,4,20878
948263,wKgcEVr5nzQNpgHFCLLGAg==,63347,1,4,586
948293,wKgcDFvMkCYUz3fgRvFrAg==,5163,-1,3,223
948309,wKgcDFvKwQwdgHfm69dBAg==,60754,1,4,3527
948312,wKgcDFvKwQwdgHfm69dBAg==,60754,-1,4,3527
948313,wKgcDFvKwQwdgHfm69dBAg==,7241,1,4,91
948317,wKgcEVrin4G85Hw1BBccAg==,59272,1,21,1785
948329,wKgcEVrkneIs/WmnEok3Ag==,64992,1,3,13745
948332,wKgcEVrlCAAs/WmnGSDPAg==,64992,-1,3,13745
948353,wKgcEVroTCCLDifOB1CnAg==,64992,1,3,13745
948354,wKgcEVrwhAqRv2FtCG8BAg==,6572,1,19,151
948355,wKgcEVrwhAqRv2FtCG8BAg==,6572,-1,19,151
948393,wKgcEVsOxJ3CUEHSBnk2Ag==,64798,1,7,2929
948394,wKgcEVsOxJ3CUEHSBnk2Ag==,64949,1,7,511
948398,wKgcEVsileqe9x6hBJ7dAg==,64490,1,3,865
948437,wKgcDFvgoBAzoDLlBGRqAg==,59761,1,3,1407
948461,wKgcDFvfPc+hE1STBO75Ag==,64075,1,3,2574
948505,wKgcDFvlhVZDkTRUD70nAg==,6792,-1,3,14
948511,wKgcEVwcmAgmr0dOB+O4Ag==,63217,-1,3,20878
948521,wKgcDFvnP999ZBShE3G2Ag==,63878,-1,14,4320
948523,wKgcDFvnP999ZBShE3G2Ag==,62708,-1,14,332
948528,wKgcDFvnP999ZBShE3G2Ag==,63135,-1,14,687
948532,wKgcDFvnP999ZBShE3G2Ag==,48304,-1,14,97
948543,wKgcDFvnP999ZBShE3G2Ag==,62708,1,14,332
948549,wKgcDFvnP999ZBShE3G2Ag==,59851,-1,14,83
948556,wKgcDFvoAR4aoHM1CKykAg==,16986,1,4,570
948591,wKgcEVwpBblKxAy3EGHrAg==,64916,1,4,510
948592,wKgcEVwpBblKxAy3EGHrAg==,63199,1,4,167
948600,wKgcEVxRzXAroR/DFDbQAg==,5163,1,5,223
948617,wKgcEVxYen9CyUEMDvsdAg==,63831,1,48,580
948729,wKgcEVzWxe5CuWESC/KZAg==,62284,1,16,134
948740,wKgcEVzo8D0VZRMHB/O2Ag==,64992,1,3,13745
948758,wKgcEVze2CIi4zE1FZmcAg==,64898,1,3,9036
948788,wKgcDFw6aLsAe2ZtHCjvAg==,62066,1,3,13086
948790,wKgcDFw6aLsAe2ZtHCjvAg==,63401,-1,3,7096
948791,wKgcDFw6aLsAe2ZtHCjvAg==,62066,-1,3,13086
948797,wKgcDFw91osnNRCwCZE/Ag==,59022,1,7,9961
948847,wKgcCl3Q9Hewv2PlBlAdAg==,8492,1,4,73
948891,wKgcCl3e1G2hBXUxHBNZAg==,61407,-1,3,144
948950,wKgcDFwOagW+ETGMEX/IAg==,8453,1,3,19
949054,wKgcDFweIWoqNSkDC/zLAg==,5124,1,5,225
949084,wKgcCl46VJU10SADCEDsAg==,64750,-1,3,1168
949140,wKgcCl49cJqoUm6MGVqwAg==,64649,-1,3,51968
949191,wKgcCl4XIVCblw5wDXh9Ag==,64777,1,5,203
949192,wKgcCl4XIVCblw5wDXh9Ag==,63312,-1,5,446
949196,wKgcCl4Scf65Z0s4KrG3Ag==,64180,-1,3,1895
949199,wKgcCl4Lpn9p2htUHvx4Ag==,58410,1,3,432
949231,wKgcCl4Tc5Ujfm+nHUQpAg==,63761,1,5,436
949275,wKgcDFwrt6tAmWEhGNrHAg==,62066,1,4,13086
949279,wKgcDFwrt6tAmWEhGNrHAg==,43409,1,4,20
949283,wKgcDFwrt6tAmWEhGNrHAg==,6061,1,4,13
949350,wKgcDFwwbkC/7RX+BGx9Ag==,58785,1,3,90
949352,wKgcDFwwbkC/7RX+BGx9Ag==,64152,-1,3,5553
949399,wKgcCl4a6ahJjFJaDLR4Ag==,61578,-1,3,95
949413,wKgcCl4iWAqTmwnTH+oTAg==,63830,1,4,7458
949414,wKgcCl4iWAqTmwnTH+oTAg==,63178,1,4,11363
949450,wKgcCl4lo/VHoymWD4+0Ag==,12345,-1,6,288
949455,wKgcCl4m4mFL3DFSDL5zAg==,64165,-1,3,1781
949480,wKgcCl4nhL9cszFVKxhFAg==,63130,-1,4,424
949487,wKgcCl4p3c5VdCRYIrGQAg==,63878,1,3,4320
949601,wKgcDFxDH8iOT0jHCnRfAg==,62066,-1,3,13086
949607,wKgcDFxDH8iOT0jHCnRfAg==,62066,1,3,13086
949612,wKgcDFxDH8iOT0jHCnRfAg==,63401,1,3,7096
949707,wKgcDFxNLrl2p1GpBD1dAg==,19745,1,3,1083
949757,wKgcDFxQpPi/KBuNDsNxAg==,61164,1,4,894
949787,wKgcCl52JKlJmwNUEltSAg==,14285,-1,3,1632
949828,wKgcDFxTU4VcBVDTDeWkAg==,23485,1,3,16
949829,wKgcDFxTU4VcBVDTDeWkAg==,62727,1,3,8
949873,wKgcCl54WPpvamZ+CzDVAg==,64849,-1,4,2539
949874,wKgcCl54WPpvamZ+CzDVAg==,43410,1,4,50
949927,wKgcDFxe/sGBtRpFFEJnAg==,29102,1,49,8
949928,wKgcDFxe/sGBtRpFFEJnAg==,61192,1,49,13
949929,wKgcDFxe/sGBtRpFFEJnAg==,63156,1,49,5
949934,wKgcDFxeaeN7oRpEBTg2Ag==,59022,-1,3,9961
949937,wKgcDFxeaeN7oRpEBTg2Ag==,62800,-1,3,1486
949938,wKgcDFxeaeN7oRpEBTg2Ag==,62800,1,3,1486
949993,wKgcDFxgu8yFIykMHbYIAg==,61167,1,9,103
949994,wKgcDFxgu8yFIykMHbYIAg==,57280,1,9,102
950106,wKgcDFxtE/9/7TeqCupTAg==,62800,-1,4,1486
950169,wKgcCl5FWjs0flEpCZyDAg==,64165,1,15,1781
950170,wKgcCl5FWjs0flEpCZyDAg==,63142,1,15,483
950184,wKgcCl5GQLhL1VFLBxeGAg==,61793,-1,3,169
950185,wKgcCl5GQLhL1VFLBxeGAg==,61064,-1,3,558
950206,wKgcCl5KyfJbhiCiH7AnAg==,58339,1,3,327
950258,wKgcDFy0vc2DhHNyAxwxAg==,19745,-1,3,1083
950263,wKgcDFy0vc2DhHNyAxwxAg==,3859,-1,3,310
950268,wKgcDFy0vc2DhHNyAxwxAg==,62227,-1,3,312
950278,wKgcDFxzXqnCqHkMAx+iAg==,59221,1,7,50
950281,wKgcDFxzXqnCqHkMAx+iAg==,57351,1,7,31
950282,wKgcDFxzXqnCqHkMAx+iAg==,8177,1,7,39
950321,wKgcCl5TbeM8pWHJCEu+Ag==,64749,1,3,907
950356,wKgcCl5S7KO7aVrXDvZuAg==,61974,1,15,374
950404,wKgcDFy4HEYwOjVUB0D4Ag==,64170,1,3,271
950405,wKgcDFy4HEYwOjVUB0D4Ag==,64097,1,3,486
950441,wKgcCl5XqThIVAu6EQQAAg==,62284,-1,3,134
950503,wKgcDFyAjU9qOWNsA7Q6Ag==,60176,1,3,103
950588,wKgcCl5b981XJWRUGkEUAg==,41566,1,3,172
950589,wKgcCl5b981XJWRUGkEUAg==,64798,1,3,2929
950590,wKgcCl5b981XJWRUGkEUAg==,64798,-1,3,2929
950689,wKgcCl5eA+GwrWcqCdrEAg==,59100,1,3,2088
950737,wKgcDFyOO3Q2Gj11BX8mAg==,62066,1,3,13086
950738,wKgcDFyOO3Q2Gj11BX8mAg==,63401,1,3,7096
950739,wKgcDFyOO3Q2Gj11BX8mAg==,63401,-1,3,7096
950765,wKgcDFyQ914MjTYwA5Q9Ag==,60800,1,3,332
950782,wKgcCl5fTQa5oWjPCKjbAg==,59297,1,3,60
950822,wKgcDFySpje7slYeCkGMAg==,63329,-1,3,467
950865,wKgcDFyZ1RV3mSVcCGviAg==,43567,1,21,30
950866,wKgcDFyZ1RV3mSVcCGviAg==,63461,1,21,134
950867,wKgcDFyZ1RV3mSVcCGviAg==,61836,1,21,2902
950871,wKgcCl5h8xKPk2sDBj+0Ag==,62066,-1,3,13086
950873,wKgcCl5h8xKPk2sDBj+0Ag==,63401,1,3,7096
950916,wKgcDFyZOnindUpiDdn/Ag==,3928,1,4,908
950973,wKgcDFydLJQy+2WbB4WnAg==,59761,-1,3,1407
950974,wKgcDFydLJQy+2WbB4WnAg==,59761,1,3,1407
951035,wKgcDFyiCOkeABQJB/idAg==,64180,1,3,1895
951036,wKgcDFyiCOkeABQJB/idAg==,64180,-1,3,1895
951099,wKgcDFyp6qp/Q3ASDZxaAg==,63401,1,4,7096
951124,wKgcCl5lQMOWf2cXHZC+Ag==,64420,1,3,582
951247,wKgcDFyo2qhqrXaKDL7fAg==,59090,1,3,568
951355,wKgcDFysPJao12VjCB8UAg==,5165,1,4,179
951356,wKgcDFysPJao12VjCB8UAg==,5165,-1,4,179
951399,wKgcCl5nZJ5YhHF7B5tRAg==,17033,-1,3,377
951400,wKgcCl5nZJ5YhHF7B5tRAg==,3969,-1,3,192
951401,wKgcCl5nZJ5YhHF7B5tRAg==,3969,1,3,192
951415,wKgcDFyvW5+rHV5vDjBrAg==,64123,1,3,752
951485,wKgcDFz/0i0aiFK+ClRDAg==,3928,-1,3,908
951870,wKgcDFzF3a9CM3sjEBERAg==,62147,1,4,276
951871,wKgcDFzF3a9CM3sjEBERAg==,48990,1,4,85
951966,wKgcDFzG8wxd7nU3BDgiAg==,44844,-1,4,230
952149,wKgcClr7BYxMEnuyBODBAg==,61189,1,6,50
952150,wKgcClr7BYxMEnuyBODBAg==,61295,1,6,7
952164,wKgcClrhvumF0T1QA0ooAg==,49483,-1,4,766
952174,wKgcClrjcFm+WiwHBrJoAg==,58198,1,6,71
952179,wKgcClrkb+vAlCwIF4a1Ag==,64832,-1,3,490
952180,wKgcClrkb+vAlCwIF4a1Ag==,64832,1,3,490
952184,wKgcDFzVitZr6SxnDamMAg==,64152,1,4,5553
952187,wKgcClrmCJm+WiwHKc3xAg==,61247,1,5,497
952189,wKgcClrmCJm+WiwHKc3xAg==,62394,1,5,667
952197,wKgcClrtxS+eYjPsA/zhAg==,61622,1,4,195
952208,wKgcClrrTTkBADP+B8zBAg==,63130,1,3,424
952264,wKgcClsJGve6hW7gnieKAg==,64798,1,3,2929
952265,wKgcClsbV4M0nUo1C5dFAg==,58813,1,5,357
952287,wKgcDFzbGRl2PT/UC4B/Ag==,63583,-1,4,1585
952305,wKgcClsuNTW/djE3EkPdAg==,57493,1,4,37
952306,wKgcClsuNTW/djE3EkPdAg==,64165,1,4,1781
952314,wKgcClsz0RMRowj8BQjFAg==,9808,-1,3,298
952332,wKgcDFzdh1SX5HsoEaYkAg==,5102,-1,3,505
952333,wKgcDFzdh1SX5HsoEaYkAg==,3928,1,3,908
952422,wKgcCltSq50WLykfBO9FAg==,20882,1,3,496
952457,wKgcCluBl2qJwGhxDIETAg==,61432,1,5,89
952462,wKgcCluBvB1zXmhnBGnlAg==,62303,1,6,100
952475,wKgcCluMPD9d6gobM7jfAg==,58292,1,3,337
952494,wKgcCluvqvmXkEPGZNIdAg==,59766,1,3,85
952497,wKgcDFzjvkB/uWfuCgcJAg==,62570,1,3,983
952499,wKgcDFzjvkB/uWfuCgcJAg==,62775,-1,3,467
952503,wKgcCluznCuafwmvBUZKAg==,9183,-1,3,364
952505,wKgcClv+4oNt+V9NE1rYAg==,39425,1,23,12
952509,wKgcClv1M7BVhlD8Ck/aAg==,60080,-1,3,21
952511,wKgcClv2roymfi2ZDlYYAg==,62434,1,13,429
952513,wKgcClvIjXE1rlFym+V3Ag==,64750,1,3,1168
952514,wKgcClv5WV2vsmhvBm36Ag==,59619,1,3,439
952532,wKgcDFzkVdmOaGfwGK4kAg==,62122,1,8,1810
952548,wKgcDFzkVdmOaGfwGK4kAg==,59022,-1,8,9961
952589,wKgcClvq9tgpoGwQBEBnAg==,59764,1,6,230
952625,wKgcClwmpgFMSRV0GKebAg==,63762,-1,3,831
952626,wKgcClwncoJK+yDBDGPyAg==,62278,-1,3,639
952628,wKgcDFzo/AC5JE2KBlNJAg==,59623,-1,3,35
952630,wKgcClwrFMMXqD+SB3rJAg==,63854,1,8,691
952655,wKgcClw/i3weUT+wEDSHAg==,37505,-1,3,524
952737,wKgcDFzsFC2RakCyEw9oAg==,64180,1,6,1895
952739,wKgcDFzsFC2RakCyEw9oAg==,64164,1,6,167
952785,wKgcClxv07xDPGI0CH69Ag==,21807,1,11,67
952786,wKgcClxv07xDPGI0CH69Ag==,14809,-1,11,620
952794,wKgcClxnLa8NdD66CmO0Ag==,61702,1,36,1002
952811,wKgcClyJF/UGOxxXBbqLAg==,61539,-1,4,166
952812,wKgcClyJF/UGOxxXBbqLAg==,61539,1,4,166
952883,wKgcClz87+dJmWjUBZ3LAg==,58786,1,4,304
952887,wKgcClz6p9UdEHnlCXc1Ag==,61519,-1,3,1114
953021,wKgcClznl2pvR2d8A7CjAg==,64189,1,3,757
953032,wKgcClztSA17iEQvEGYeAg==,62260,-1,5,1284
953033,wKgcClztZOIMCUQcAxpuAg==,64798,1,17,2929
953034,wKgcClztZOIMCUQcAxpuAg==,64832,1,17,490
953036,wKgcClzuJWBr0jwkBzcrAg==,57708,1,6,35
953135,wKgcDV00fNUYMT54CI9pAg==,5982,1,3,224
953178,wKgcD10lvlkSaSHuA0WRAg==,64494,1,4,2906
953294,wKgcDV03MBZbGRMJBa1YAg==,62066,-1,4,13086
953295,wKgcDV03MBZbGRMJBa1YAg==,63401,-1,4,7096
953298,wKgcDV03MBZbGRMJBa1YAg==,62066,1,4,13086
953303,wKgcDV03MBZbGRMJBa1YAg==,63401,1,4,7096
953318,wKgcDV04gfaFqDwyEYRCAg==,40745,-1,3,1221
953324,wKgcDV04gfaFqDwyEYRCAg==,40745,1,3,1221
953325,wKgcDV04gfaFqDwyEYRCAg==,62260,-1,3,1284
953363,wKgcD11rmi46O2A5CwkBAg==,57933,1,66,94
953365,wKgcD11hj2DCVDvFEfe2Ag==,59462,1,8,228
953367,wKgcD11bPKiO4kb8Hx/XAg==,59080,-1,4,33
953368,wKgcD11bb/8DAhWEBB+HAg==,6814,1,5,103
953379,wKgcD11w7Gc6HXnVDC5LAg==,63972,1,4,2696
953380,wKgcD11lUJ5Jbw9uEiXbAg==,64832,1,3,490
953381,wKgcD11wUWsQjDa9GklfAg==,18086,1,7,294
953382,wKgcD11wjcwMD3nMAzOjAg==,62585,1,3,2653
953469,wKgcDV05yDqkOxHdChWQAg==,64152,1,3,5553
953478,wKgcD12HiaWRZUzpBWZ6Ag==,59162,-1,3,175
953486,wKgcD12W6ppMQEJrB0AhAg==,64165,1,39,1781
953487,wKgcD12W6ppMQEJrB0AhAg==,59462,1,39,228
953495,wKgcD12Z9zuRrUUXDDDCAg==,35270,1,3,47
953496,wKgcDV07CbCMmmDsBw/8Ag==,5102,-1,3,505
953508,wKgcD12c1rmzp3DaBzfOAg==,62719,-1,5,2603
953514,wKgcD12KSLqZwS95CNAmAg==,64354,1,3,1485
953515,wKgcD12SQDsDxzQ0Dk3qAg==,61795,1,8,516
953522,wKgcD12LehmIDDJqCaj8Ag==,63404,-1,3,120
953530,wKgcD12Oa90cDXWKGusdAg==,64189,-1,6,757
953539,wKgcDV07uVxiSi6oAwroAg==,57658,1,5,337
953592,wKgcD12iO10gRRsJF3OBAg==,61064,-1,19,558
953615,wKgcD12o8Fk+3zKKDWKWAg==,57658,-1,12,337
953616,wKgcD12o8Fk+3zKKDWKWAg==,64799,1,12,173
953618,wKgcD12oF0ucn1x9CNGcAg==,62066,-1,3,13086
953619,wKgcD12oF0ucn1x9CNGcAg==,62066,1,3,13086
953657,wKgcDV09flJtXgNzCRC6Ag==,64025,1,14,3352
953660,wKgcDV09flJtXgNzCRC6Ag==,61838,1,14,153
953665,wKgcDV09flJtXgNzCRC6Ag==,64025,-1,14,3352
953676,wKgcDV0A1eK3ijQtCvTTAg==,64175,1,7,597
953677,wKgcDV0A1eK3ijQtCvTTAg==,63901,1,7,328
953678,wKgcDV0A2BG3ijQtCyW5Ag==,34145,-1,9,71
953679,wKgcDV0A2BG3ijQtCyW5Ag==,47803,-1,9,670
953775,wKgcD12x6PRCCA8+FpdaAg==,64494,1,4,2906
953777,wKgcD12x6PRCCA8+FpdaAg==,64494,-1,4,2906
953785,wKgcD12x6PRCCA8+FpdaAg==,59619,1,4,439
953869,wKgcD13INwNvxE9CDFrkAg==,64165,1,6,1781
953879,wKgcD13Ijk6EOE9FHXEcAg==,61539,-1,6,166
953900,wKgcDV0HhX1fFRFjDIylAg==,59338,1,12,135
953901,wKgcDV0HhX1fFRFjDIylAg==,61319,1,12,447
953902,wKgcDV0HhX1fFRFjDIylAg==,62451,1,12,98
953903,wKgcDV0HhX1fFRFjDIylAg==,61490,1,12,302
953904,wKgcDV0HhX1fFRFjDIylAg==,61843,1,12,233
953905,wKgcDV0HhX1fFRFjDIylAg==,61880,1,12,45
953906,wKgcDV0HhX1fFRFjDIylAg==,61539,1,12,166
953907,wKgcD13MXJc66X80Fp8lAg==,37867,1,113,83
953909,wKgcD13MXJc66X80Fp8lAg==,39685,1,113,30
953910,wKgcD13MXJc66X80Fp8lAg==,10265,1,113,27
953918,wKgcD13O1TNw/2yhFwbyAg==,64681,1,4,601
953919,wKgcD13O1TNw/2yhFwbyAg==,9901,1,4,99
953953,wKgcD13aZFp7TTtOC3ccAg==,62735,-1,4,211
953961,wKgcD13aqceCnztPFLRWAg==,62394,-1,4,667
953992,wKgcD13aHvtJvDtGA2kPAg==,64108,-1,3,882
953993,wKgcD13aHvtJvDtGA2kPAg==,64108,1,3,882
953995,wKgcD13aNXxtaztLBVGPAg==,59022,-1,3,9961
953998,wKgcD13iQzp6gg32BfAyAg==,64798,1,3,2929
954010,wKgcD13jqS9amVxjDInwAg==,64354,-1,4,1485
954019,wKgcD13qDU8AgWM9CN0gAg==,38389,-1,3,2009
954031,wKgcD14+ZNYfS3JECj0XAg==,60493,1,3,86
954032,wKgcD14+ZNYfS3JECj0XAg==,61319,-1,3,447
954055,wKgcD13xNDmfkTtsFBuOAg==,16566,-1,3,379
954092,wKgcD13zgNCNjCg1ET/EAg==,62934,1,3,314
954187,wKgcD148B1cOawfJCQChAg==,63761,1,4,436
954191,wKgcD148DKcOawfJCUH6Ag==,10000,-1,3,205
954227,wKgcD14As7l9WVZFBLIpAg==,61840,-1,4,327
954235,wKgcD14CYfKEBAVXFIVfAg==,63830,-1,4,7458
954275,wKgcD14LueNdUSGqL5jyAg==,64494,-1,7,2906
954320,wKgcD14O5pJ37xHkB4u5Ag==,13581,1,3,1345
954383,wKgcDV0Uryhq8CNICSVxAg==,59462,1,4,228
954384,wKgcDV0Uryhq8CNICSVxAg==,58389,1,4,82
954400,wKgcD14XAv1Ao2ZODRruAg==,61702,-1,3,1002
954424,wKgcD14XceY7gmZNFeLsAg==,64649,-1,3,51968
954438,wKgcDV0VuDEPancwBFipAg==,63806,-1,4,884
954461,wKgcD14a7P2pcEuwDTNxAg==,61141,1,22,311
954469,wKgcD14cAGUmqW90BjD8Ag==,7568,1,6,24
954470,wKgcD14cAGUmqW90BjD8Ag==,61746,1,6,166
954476,wKgcD14erZRxDiPUCRIXAg==,60655,1,9,361
954490,wKgcD14fIbYE2VF3BIT7Ag==,35745,1,4,286
954503,wKgcD14l2ys3t3khIFkNAg==,12568,-1,5,155
954515,wKgcDV0Z4cRufgZPDga6Ag==,64075,-1,3,2574
954517,wKgcDV0Z4cRufgZPDga6Ag==,64152,-1,3,5553
954520,wKgcDV0Z4cRufgZPDga6Ag==,64075,1,3,2574
954536,wKgcDV0Zg0FufgZPBETrAg==,64175,1,8,597
954538,wKgcDV0YnFu00SuWCv4RAg==,62800,-1,4,1486
954540,wKgcDV0ZqMFELgZIA4b4Ag==,64075,1,3,2574
954541,wKgcDV0ZqMFELgZIA4b4Ag==,64140,1,3,457
954610,wKgcD14uup4vRQdiEg/aAg==,35745,1,3,286
954632,wKgcD14whd2EYioUDyx7Ag==,62626,1,4,142
954733,wKgcDV0fBcKrI0FiCf8LAg==,59100,1,3,2088
954948,wKgcDV0jaWI8gkeMFpkcAg==,64180,1,38,1895
955041,wKgcDV0m4ZAhoT8XBGgbAg==,64180,1,7,1895
955042,wKgcDV0m4ZAhoT8XBGgbAg==,61840,1,7,327
955060,wKgcDV0oVOdO9RK+CrL6Ag==,62800,-1,3,1486
955076,wKgcDV0omuZVDhK/FKHIAg==,63878,-1,4,4320
955077,wKgcDV0omuZVDhK/FKHIAg==,63830,1,4,7458
955078,wKgcDV0omuZVDhK/FKHIAg==,63830,-1,4,7458
955164,wKgcD15C2DyQ5x3jA7DgAg==,12766,1,5,95
955167,wKgcD15C2DyQ5x3jA7DgAg==,22867,1,5,362
955179,wKgcDV0rWUbAlkBEDWtFAg==,3928,-1,5,908
955193,wKgcDV0rZcm4wEBDCmfJAg==,58656,-1,3,216
955194,wKgcDV0rZcm4wEBDCmfJAg==,59988,-1,3,52
955197,wKgcDV0sktVCuR7fD+NoAg==,59721,-1,16,70
955198,wKgcDV0sktVCuR7fD+NoAg==,58149,1,16,159
955199,wKgcDV0sktVCuR7fD+NoAg==,58149,-1,16,159
955209,wKgcD15GNvGFADVhCBAkAg==,63434,1,7,90
955269,wKgcD15LpnyNpBbUCyQYAg==,63312,-1,3,446
955270,wKgcD15LpnyNpBbUCyQYAg==,63312,1,3,446
955272,wKgcD15K1nO1ritPEHYaAg==,14286,-1,3,331
955292,wKgcD15NDeMaBmw8CnqKAg==,62066,1,3,13086
955406,wKgcD15Tb3WSpVLdCOlcAg==,63830,1,4,7458
955411,wKgcDV0xQVyusgZqBC1DAg==,58031,-1,3,82
955412,wKgcDV0xQVyusgZqBC1DAg==,61872,-1,3,16
955444,wKgcDV0yYKCXJQZnFIrrAg==,64108,-1,3,882
955445,wKgcDV0yYKCXJQZnFIrrAg==,64108,1,3,882
955464,wKgcD15X/wBoozJxBCuSAg==,64188,-1,3,4087
955479,wKgcD15aSThLhCEODeAlAg==,9070,1,3,258
955490,wKgcD15Zg99B6g3bI6f4Ag==,60754,-1,4,3527
955491,wKgcD15Zg99B6g3bI6f4Ag==,16905,1,4,63
955494,wKgcD15ZQaxHLQ3cH0YZAg==,62445,-1,3,11979
955499,wKgcD15Yu0pMOA3dCg6HAg==,60583,1,4,2036
955585,wKgcDV1AYw+B4yLZDZ08Ag==,62066,1,3,13086
955587,wKgcDV1AYw+B4yLZDZ08Ag==,63401,1,3,7096
955588,wKgcDV1AYw+B4yLZDZ08Ag==,62066,-1,3,13086
955735,wKgcDV1Bei8K+XMxBr0EAg==,60800,1,3,332
955737,wKgcDV1Bei8K+XMxBr0EAg==,60800,-1,3,332
955828,wKgcD15eqfwu8lppFsbqAg==,62385,-1,3,6809
956121,wKgcDV1DJqaa+T6rGKS2Ag==,61121,1,3,223
956379,wKgcD15pAhul1ShoCGhBAg==,61607,1,12,387
956559,wKgcDV1Fb3C4w0++Cu+qAg==,8668,1,3,104
956560,wKgcDV1Fb3C4w0++Cu+qAg==,61836,1,3,2902
956992,wKgcDV1HEfioByzMBiQfAg==,37505,-1,3,524
956993,wKgcDV1HEfioByzMBiQfAg==,37505,1,3,524
956995,wKgcDV1HEfioByzMBiQfAg==,61836,-1,3,2902
957057,wKgcD16AOxAlEWh+BVIKAg==,59022,1,3,9961
957065,wKgcD16BDNwlEWh+GMbGAg==,64354,1,3,1485
957107,wKgcD1r/0bO4QzywHRLmAg==,62955,1,3,402
957127,wKgcDV1HzAw5iQWrA3m4Ag==,59022,-1,3,9961
957128,wKgcDV1HzAw5iQWrA3m4Ag==,59022,1,3,9961
957225,wKgcD1rnzXaCMxLoBizgAg==,64550,1,4,620
957226,wKgcD1roMLuGahLqDX/RAg==,59022,-1,3,9961
957233,wKgcD1rq9m047nPIAwpGAg==,9183,1,3,364
957241,wKgcD1rrJZ5EC3POBW7HAg==,64832,1,51,490
957247,wKgcD1rrS0dEC3POByWCAg==,64758,1,3,311
957439,wKgcD1tY1zQJhCFja5u8Ag==,60754,1,3,3527
957479,wKgcD1tf/qxzMVR/En2jAg==,64798,1,65,2929
957505,wKgcD1ssjasI3DO2CKAPAg==,61211,1,129,14
957524,wKgcD1ssjasI3DO2CKAPAg==,61622,1,129,195
957564,wKgcD1uKUGs5nTG+GAXDAg==,63312,-1,3,446
